"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28"
"1721","county","Bristol County","driving","","Massachusetts","United States",100,105.59,110.44,107.8,124.27,107.59,86.29,100.75,101.68,103.54,106.44,123.97,117.45,87.26,96.68,99.61,104.92,107.15,125.01,118.19,82.69,96.48,102.1,102.94,101.95,122.45,120.3,90.81,97.55,103.18,109.63,109.98,135.09,119.9,94.26,105,108.76,113.85,115.47,128.32,124.74,93.47,101.91,104.3,105.75,112.51,128.26,130.51,98.5,102.68,113.78,109.24,114.15,126.22,121.97,94.85,106.94,109.45,106.8,101.25,107.16,98.28,73.24,80.67,68.96,73.33,65.7,76.39,66.17,49.72,56.36,55.54,53.5,59.78,68.62,58.4,39.64,53.02,56.65,56.48,55.88,59.06,57.26,47.94,61.77,61.64,57.67,56.65,69.83,65.8,39.4,51.16,69.25,69.4,69.76,76.77,60.46,61.77,66.14,64.69,69.76,75.03,73.92,82.3,53.1,64.58,74.43,79.89,74.55,84.54,88.23,73.51,81.78,86.64,85.04,87.13,94.73,90.23,73.06,NA,NA,97.26,101.43,107.65,108.12,84.85,95.2,103.85,110.12,113.97,128.97,103.78,96.47,94.16,115.8,120.92,118.57,125.83,122.86,102.39,113.59,117.4,119.77,127,132.79,128.4,105.47,124.36,128.13,132.03,125,151.79,142.22,114.91,128.92,137,142.7,143.49,164.6,153.88,114.04,135.54,146.6,147.18,153.9,169.72,149.2,124.18,135.54,140.87,153.03,170.5,152.33,118.62,119.88,145.48,154.15,151.89,158.38,163.81,160.81,139.69,146.95,148.21,156.1,158.85,167.36,167.6,137.33,149.66,155.47,153.73,155.96,174.7,168.7,136.96,151.83,154.77,160.66,160.2,172.26,172.1,134.13,154.78,142.13,158.42,164.4,171.18,164.63,136.35,152.42,154.87,154.31,156.42,173.68,157.97,122.61,151.22,153.44,156.17,162.37,181.91,167.68,135.8,144.03,149.7,156.32,146.66,178.19
"2094","county","Dukes County","driving","","Massachusetts","United States",100,114.19,122.95,120.7,117.45,117.7,89.73,110.27,113.77,108.76,99.33,114.69,116.03,87.65,102.5,117.45,110.93,92.15,113.77,118.2,89.07,109.68,115.19,119.03,108.51,115.11,118.86,93.16,105.93,115.03,123.29,122.7,148.5,182.14,144.49,126.54,122.12,130.47,125.46,135.31,120.62,108.51,116.53,115.53,101.92,90.48,106.34,110.6,91.74,108.26,116.28,124.21,127.21,127.05,101.42,90.57,120.62,134.64,135.14,113.61,107.01,112.35,109.68,103.76,92.32,113.86,90.65,97.25,94.32,81.47,82.3,89.07,84.39,81.89,80.72,80.88,50.5,65.69,80.55,62.44,63.94,55.18,76.79,73.54,85.89,112.77,71.87,61.94,87.48,107.85,72.12,54.01,95.16,81.3,98.33,93.66,74.87,85.14,88.15,80.8,98.41,100.92,74.46,111.6,60.18,90.4,105.34,126.54,105.43,102.09,146.91,110.43,135.56,142.07,123.62,147.16,149.08,147.83,129.88,NA,NA,163.02,166.36,179.38,193.91,137.65,170.53,190.07,209.35,202.5,281.39,193.66,270.7,252.09,248.58,260.02,266.03,248.16,246.08,231.47,242.4,253.59,269.62,294.91,286.14,328.88,306.51,329.3,351.84,336.14,331.47,391.74,462.77,389.9,385.23,414.77,450.92,476.13,547.75,593.24,499.42,557.1,564.77,619.95,611.44,675.21,699.25,655.76,653.76,690.57,707.35,815.11,925.79,911.27,857.51,817.45,778.71,787.73,836.48,823.12,856.84,825.79,847.41,793.99,850,786.31,877.55,910.27,847.25,816.86,804.17,858.68,796.41,958.01,968.7,927.88,948.66,964.44,939.4,897.16,907.1,1000.5,899.17,942.65,823.46,938.9,926.88,939.23,1043.57,945.99,937.73,975.71,957.51,915.86,948.41,1062.02,832.22,895.91,881.55,902.84,895.33,845.99,896.58,849.5,817.28,807.18,832.97,682.89,747.08
"2135","county","Essex County","driving","","Massachusetts","United States",100,102.43,107.86,103.92,118.37,101.49,81.79,97.08,98.03,99.63,103.45,117.51,109.79,86.59,92.38,94.99,97.84,100.26,116.12,110.59,79.12,92.26,96.57,97.83,105.77,114.29,114.41,86.95,95.64,100.56,102.83,105.97,127.21,111.88,91.75,98.51,102.41,106.55,107.99,121.29,117.29,92.66,97.67,100.36,102.84,107.15,122.99,121.4,93.72,98.28,109.22,103.01,108.39,118.65,118.3,93.36,104.15,101.07,100.75,96.2,97.83,89.69,66.74,70.78,61.45,66.26,57.12,67.84,62.73,47.46,50.39,47.54,45.95,51.46,60.51,55.7,35.46,44.66,49.86,48.78,45.04,50.02,53.54,43.65,52.65,53.71,48.88,48.22,60.32,60.57,39.15,42.77,56.27,56.17,56.23,65.17,51.54,60.45,55.43,53.86,59.25,66.84,63.04,74.41,47.99,51.19,62.03,67.83,61.55,69.6,81.9,74,68.5,74.04,72.66,74.35,83.96,76.86,68.89,NA,NA,84.26,92.15,93.49,99.4,78.97,82.46,91.32,97.79,104.96,121.23,99.56,89.37,80.92,102.38,115.11,107.39,118.56,118.01,98.23,96.27,100.59,103.52,118.1,122.83,114.61,94.48,110.4,111.83,115.41,110.02,142.85,129.88,107.44,113.66,122.64,127.67,137.64,156.29,149.96,110.85,124.08,138.7,127.77,139.6,156.07,134.97,111.85,117.92,126.86,133.47,162.5,139.16,114.41,117.39,131.94,138.9,132.04,150.04,151.52,148.22,151.15,126.94,131.32,142.62,148.97,150.69,167.52,139.33,136.68,145.12,137.97,138.81,166.56,159.29,140.72,145.13,140.39,151.33,148.5,163.09,165.76,130.64,145.71,127.16,147.52,154.25,159.58,158,141.06,145.49,146.45,147.65,151.52,166.07,150.38,125.13,137.75,144.17,145.62,153.2,170.02,156,139.45,136.06,141.81,148.61,135.36,161.54
"2184","county","Franklin County","driving","","Massachusetts","United States",100,107.38,103.62,108.38,146.64,117.19,114.94,146.01,103.91,111.98,104.59,138.8,129.06,118.86,96.81,97.49,103.87,106.58,139.14,140.58,111.42,99.18,104.64,103.83,88.18,120.44,141,127.69,95.39,101.02,103.2,104.97,154.67,158.16,139.5,144.59,122.03,128.51,124.41,153.42,157.71,140.81,99.6,104.14,102.36,106.45,150.56,145.84,127.19,94.52,115.98,108.31,115.03,135.11,135.61,127.17,98.93,99.11,99.4,92.27,104.54,101.49,84.6,77.63,70.92,75.93,65.05,67.49,69.79,60.47,49.05,52.37,50.95,57.37,64.95,55.98,36.86,47.92,59.55,60.52,52.69,52.97,62.25,52.39,61.41,61.54,57.69,53.55,63.59,63.63,46.24,47.63,65.79,69.87,68.67,74.03,55.51,74.51,67.64,56.69,71.58,69.29,70.1,94.02,53.81,64.68,77.99,78.93,70.65,77.94,97.48,91.46,77.1,84.26,81.37,86.85,87.16,79.22,82.6,NA,NA,102.6,105.53,99.22,121.24,96.94,93.63,108.46,112.65,115.59,137.09,118.23,114.72,108.59,110.72,119.41,114.91,121.4,114.9,110.16,103.62,105.56,111.43,123.21,134.53,124.81,118.92,118.37,125.59,123.26,114.2,147.34,149.41,130.49,124.45,136.84,141.06,149.49,163.76,153.39,137.91,136.26,141.65,131.62,152.48,174.4,144.28,137.75,127.14,124.5,144.02,175.53,171.86,157.06,168.35,152.26,146.43,144.1,161.25,152.19,148.39,161.8,133.66,137.55,151.74,160.6,167.49,186.8,179.9,146.24,154.92,149.02,149.15,180.61,191.9,177.44,146.13,146.21,165.63,165.81,180.12,203.38,158.16,157.25,124.91,165.03,164.68,188.26,185.06,179.22,159.79,154.92,158.32,167.22,191.36,184.78,163.4,155.12,156.66,154.75,159.5,197.9,207.25,184.73,155.96,159.16,161.73,146.17,189.41
"2320","county","Hampden County","driving","","Massachusetts","United States",100,103.22,108.79,108.77,134.13,109.41,92.25,109.83,103.93,112.29,109.03,130.37,123.27,91.94,98.11,101.19,101.94,108.44,129.31,122.39,86.05,99.78,103.6,107.2,106,125.89,123.28,92.35,101.98,105.67,111.74,112.93,146,132.39,104.01,115.56,113.02,117.25,119.34,143.47,131.73,101.95,110.06,109.22,112.4,118.5,148.88,138.01,101.36,109.45,116.27,116.81,119.91,141.67,132.82,103.37,113.23,110.34,109.49,106.54,116.81,99.14,73.85,82.59,71.08,76.68,77.24,78.88,69.89,52.88,54.81,56.83,55.15,63.74,71.89,57.49,40.99,55.06,58.69,62.64,60.28,64.92,59.04,47.4,64.46,65.43,61.27,59.94,71.63,66.29,43.8,56.03,69.21,76.49,73.16,82.96,63.87,65.93,73.05,68.13,76.04,80.08,81.55,85.99,56.86,72.15,81.61,82.55,77.07,90.91,92.15,81.18,86.73,92.85,88.43,94.19,100.56,93.69,76.83,NA,NA,102.1,104.81,112.47,113.29,89.1,104.09,113.17,117.56,120.8,134.75,113.36,103.24,97.56,120.37,125.49,123.93,137.58,127.5,106.31,120.29,122.56,131.43,134.27,142.55,132.36,110.82,130.32,134,132.44,125.96,155.13,140.79,117.9,133.48,141.41,146.82,146.09,162.68,142.66,117.9,138.48,146.41,144.49,151.88,169.95,146.51,121.97,138.56,145.87,151.32,164.36,149.67,121.5,121.45,153.87,148.53,150.05,158.87,163.37,153.77,131.33,145.3,149.31,153.22,158.19,166.9,157.05,133.21,148.39,152.35,152.43,156.06,175.69,161.11,135.9,150.1,154.94,158.87,160,172.15,161.99,125.27,156.1,137.15,163.29,170.38,184.08,168.43,138.63,152.33,156.21,155.96,162.22,180.22,163.91,129.18,153.03,158.2,154.46,164.7,181.9,167.04,138.85,147.53,151.47,156.59,149.37,179.9
"2321","county","Hampshire County","driving","","Massachusetts","United States",100,102.7,103.84,103.18,128.99,108.68,116.31,150.51,122.47,141.27,124.29,153.12,152.71,116.36,108.89,112.33,115.19,121.1,157,154.4,114.12,104.66,111.79,112.39,110.97,147.39,160.53,129.27,109.45,115.34,119.41,126.77,173.48,162.08,131.38,137.77,123.28,130.89,132.77,170.96,167.03,142.48,115,116.56,117.67,125.04,164.88,166.07,137.29,114.69,130.55,121.36,131.74,163.79,209.02,140.62,126.37,121.87,121.97,126.3,139.24,105.73,75.96,75.72,64.23,69.97,58.98,67.83,67.42,56.13,50.76,51.98,47.6,57.86,64.76,55.62,38.5,46.92,53.76,57.86,51.68,53.55,59.94,50.89,58.87,61.12,54.43,52.48,61.81,64.13,43.17,43.14,62.7,65.31,62.7,71.73,54.27,69.66,66.38,57.21,66.54,70.18,68.54,88.78,49.94,58.31,75,74.15,66.75,77.78,93.59,86.74,73.76,79.03,78.42,86.64,91.46,83.61,72.37,NA,NA,93,94.88,93.79,110.66,86.32,100.14,108.02,108.18,111.72,129.03,105.93,103.49,94.05,109.88,110.09,110.17,116.05,121.62,109.72,118.05,106.12,111.1,115.73,127.06,132.07,114.07,110.07,120.78,116.37,109.27,133.17,135.21,115.67,120.14,129.62,129.91,132.83,143.46,134.26,107.48,121.9,131.08,127.75,135.85,154.43,131.52,117.04,120.17,125.17,133.05,150.23,132.29,123.74,121.97,130.9,133.22,128.99,142.13,141.2,143.02,131.44,127.51,131.53,140.86,140.18,147.97,154.06,129.36,132.07,137.47,134.15,133.28,158.78,155.8,132.36,136.09,137.89,144.35,142.47,152.4,159.43,121.15,141.72,121.25,160.21,152.08,161.15,163.16,138.72,143.29,141.32,140.31,146.33,162.25,163.36,132.78,147,151.34,153.14,165.47,183.92,192.94,165.08,154.87,153.23,165.09,141.1,185.31
"2819","county","Middlesex County","driving","","Massachusetts","United States",100,103.3,107.95,109.04,123.7,98.27,79.43,94.72,101.34,102.9,106.12,121.24,108.95,82.65,93.37,98.76,102.31,104.05,118.82,108.32,77.41,92.37,99.48,101.02,101.19,115.62,108.52,83.27,95.38,103.38,104.85,107.57,130.05,108.7,87.11,94.94,102.72,106.65,107.41,119.37,110.33,85.58,97.2,103.89,104.49,110.85,124.95,116.92,88.43,96.1,109.74,104.26,110.36,119.77,110.61,87.8,99.25,98.47,96.48,90.11,90.33,77.21,56.74,63.08,54.76,57.12,48.48,57.4,49.58,36.89,41.77,40.17,38.32,42.87,49.41,44.5,28.96,38,41.96,41.66,39.13,42.09,43.04,34.88,42.69,44.41,40.86,39.32,49.22,48.1,31.7,35.86,48.01,47.71,46.66,53.83,41.51,45.87,46.44,45.3,48.63,53.33,51.98,59.03,37.81,42.51,51.47,54.92,51.02,57.75,62.54,54.56,54.64,60.06,59.67,61.07,67.68,61.29,51.84,NA,NA,66.73,71.4,75.23,76.81,60.43,65.75,72.52,77.12,81.51,90.1,74.93,66.71,63.7,80.36,84.96,83.96,93.32,87.74,75.05,78.79,82.7,85.11,89.18,96.23,86.91,74.09,87.93,91.31,94.43,90.73,109,98.51,81.04,92.96,99.08,102.23,105.58,115.28,101.67,77.43,99.18,106.93,104.74,112.28,121.96,102.7,83.01,96.9,103.07,110.7,123.56,101.99,74.17,78.63,101.4,108.75,108.85,114.57,121.57,113.39,95.03,104.06,108.46,115.5,119.79,124.06,115.02,93.04,106.53,114.73,113.12,113.98,131.87,117.23,97.99,110.19,113.9,119.13,120.68,131.39,119.46,93.45,113.16,105.28,120.78,123.66,130.33,118.84,98.13,112.47,115.44,117.5,121.39,132.71,116.26,93.38,111.76,117.34,117.7,125.05,135.33,116.65,97.6,112.72,116.27,123.03,117.46,134.52
"2936","county","Norfolk County","driving","","Massachusetts","United States",100,103.84,109.7,111.42,124.47,103.03,81.9,95.59,103.9,102.23,102.65,118.59,108.62,81.98,90.84,97.57,101.38,101.83,114.71,107.94,75.95,91.58,96.87,99.69,100.23,118.43,112.09,83.6,92.75,102.22,104.37,107.11,127.61,108.77,85.62,94.38,101.68,105.21,104.53,118.59,111.09,84.07,96.56,101.76,104.85,109.68,120.18,116.53,89.45,95.9,105.71,103.12,109.01,115.71,112.99,88.83,100.29,98.44,97.31,90.85,94.33,81.9,59.72,67.69,56.28,60.61,51.89,62.2,53.29,39.49,45.49,43.78,41.29,45.82,53.88,47.13,30.24,40.96,45.01,44.15,42.17,43.96,45.29,37.42,46.6,48.52,43.67,42.37,52.35,51.57,32.02,39.15,53.31,52.1,51.09,57.45,42.56,48.03,49.65,47.9,51.51,56.64,54.06,63.65,39.38,45.7,56.15,60.27,55.3,61.66,67.63,58.89,59.02,64.75,63.76,66.03,72.73,66.31,55.69,NA,NA,73,77.38,81.33,82.01,66.19,71.79,78.97,84.05,88.48,99.03,77.92,71.54,68.05,88.39,92.6,89.67,98.23,94.53,80.37,85.79,91.24,91.16,98.17,105.47,94.61,80.16,98.66,100.62,105.24,101.25,123.16,108.3,90.49,103.96,110.76,116.11,121.42,133.57,116.82,86.51,111.75,122.58,119.56,126.37,145.87,115.06,96.22,107.36,117.04,125.11,144.8,118.11,84.42,87.56,114.53,121.82,123.57,128.46,135.04,127.38,105.28,116.96,122.27,130.88,134.38,139.37,130.75,101.86,117.9,128.33,127.48,126.74,144.62,130.55,107.25,121.76,123.91,131.94,132.91,143.9,131.54,101.57,126.25,117.42,133.85,138.98,142.19,133.67,106.99,126.75,131.03,131.38,134.64,148.46,125.52,100.66,124.29,131.67,133.7,137.87,149.51,133.71,106.81,121.85,127.73,133.57,124.84,145.12
"3059","county","Plymouth County","driving","","Massachusetts","United States",100,103.7,107.13,106.04,119.11,106.31,84.42,95.1,100.29,102.19,105.44,118.9,114.48,86.28,92.93,99.46,99.19,102.68,118.5,112.03,79.56,95.09,98.58,101.86,100.07,120.97,117.91,89.66,97.58,100.8,105.54,107.8,125.58,114.27,90.62,101.11,105.48,110.47,109.34,120.52,117.41,91.1,98.71,102.63,103.14,106.41,124.2,123.56,93.86,100.03,111.3,104.19,108.11,120.53,113.66,93.54,104.32,104.93,102.74,98.16,102.08,95.12,70.12,76.15,67.16,74.27,62.08,74.73,67.45,50.57,57.34,54.7,50.83,57.45,66.37,60.25,38.15,51.69,56.02,54.47,52.47,53.95,56.33,48.33,61.46,60.8,53.51,54.2,66.65,65.89,39.32,47.12,69.97,65.69,65.71,73.25,55.3,63.35,65.02,62.27,67.18,72.62,68.18,82.54,51.35,58.17,70.77,77.46,71.2,77.54,87.24,77.24,75.98,83.83,82.11,83.94,92.8,87.76,72.74,NA,NA,95.05,101.83,106.38,110.24,87.41,93.42,104.43,110.53,115.73,138.06,106.5,98.71,96.55,116.73,129.13,119.53,127.82,128.87,108.49,110.34,116.87,118.31,136.54,133.69,127.31,104.84,126.5,130.05,135.17,125.94,157.84,146.58,121.81,129.24,137.84,143.84,154.3,181.07,173.58,131.5,141.28,154.79,153.18,160.83,175.26,154.89,129.98,136.19,147.6,156,200.17,170.56,135.66,139.6,150.29,158,157.82,168.12,170.7,169.73,157.78,149.14,151.77,163.99,169.08,175.88,201.69,177.25,154.79,163.68,164,162.16,186.9,187.61,154.29,159.41,157.48,166.99,167.04,183.46,190.93,144.31,161.27,143.94,162.31,173.35,179.87,181.31,155.34,162.95,161.23,162.58,168.86,181.19,166.73,137.6,150.99,159.31,163.5,168.29,185.08,179.36,150.91,151.19,156.02,160.22,148.56,178.24
"3338","county","Suffolk County","driving","","Massachusetts","United States",100,100.32,108.04,109.94,127.93,109.91,93.75,97.98,102.49,102.4,107.41,125.67,117.4,92.84,92.41,97.65,101.04,109.81,127.68,120.76,85.08,93.45,99.11,100.43,103.19,126.13,123.11,95.16,96.18,101.63,105.17,113.91,143.79,131.43,104.79,97.06,104.55,107.5,109.84,128.1,125.02,97.37,99.18,102.06,106.25,119.12,137.27,129.29,100.65,101.67,107.82,101.92,112.66,128.27,117.9,97.2,99.15,95.68,92.77,86.08,89.29,80.78,61.21,60.74,50,48.92,43.7,50.95,44.66,33.94,36.02,35.12,32.65,36.01,41.88,38.33,28.09,32.1,34.16,34.45,32.96,36.62,37.43,31.32,34.32,35.47,33.18,32.88,39.44,38.6,29.71,30.33,37.12,37.72,37.02,43.53,35.96,39.17,37.03,35.88,37.62,41.22,42.65,47.54,33.99,35.44,40.71,42.06,41.6,47.84,52.02,47.42,43.42,46.64,46.1,47.48,52.22,49.4,44.42,NA,NA,51.62,56.36,59.34,62.81,50.75,52.54,57.08,59.27,63.34,75.24,59.56,54.69,53.23,65.1,69.43,68.44,77.78,76,86.19,65.79,76.71,69.02,74.81,81.2,74.49,65.14,73.27,74.74,78.3,75.82,94.88,87.53,72.85,76.72,82.28,84.95,88.78,103.66,93.29,71.15,83.44,89.75,87.78,96.17,108.3,91.17,73.75,82.01,87.7,96.61,109.33,92.34,76.53,74.67,88.31,94.37,93.89,99.87,107.4,107.4,90.92,89.39,93.86,101.87,104.38,111.83,109.84,88.57,91.85,99.29,98.65,99.54,119.97,113.24,93.54,97.54,98.76,104.75,106.74,121.42,116.37,90.9,101.35,94.32,104.18,110.4,118.76,115.9,94.03,99.12,100.62,101.99,108.73,121.86,113.03,91.89,100.04,104.71,106.2,114.77,128.04,121.15,98.78,105.3,108.6,113.96,111.86,134.54
"3599","county","Worcester County","driving","","Massachusetts","United States",100,104.76,107.87,108.18,128.31,104.4,90.78,105.17,103.48,102.89,104.9,126.65,117.41,90.96,93.95,97.52,102.15,103.98,122.62,118.2,85.86,94.31,98.73,99.94,98.27,119.84,119.52,93.13,95.78,102.23,106.21,107.42,137.15,124.31,100.88,107.98,107.37,114.48,113.95,130.98,126.71,98.73,100.84,103.51,108.22,111,132.9,131.66,102.65,100.07,110.3,108.54,112.64,127.11,128.02,103.75,105.14,105.31,103.18,99.09,107.48,95.19,73.72,73.74,64.59,68.8,60.77,70.61,62.4,49.03,51.98,49.3,48.24,54.83,62.35,55.58,37.66,48.12,52.58,53.42,50.13,53.06,52.76,45.11,55.7,55.81,51.81,50.77,62.36,59.97,39.4,47.31,61.19,61.63,61.23,69.17,51.13,59.86,61.37,58.15,63.46,68.62,66.89,77.88,49.27,57.97,68.83,72.25,65.24,75.35,81.33,73.08,73.11,77.25,76.5,79.04,87.47,78.9,67.69,NA,NA,87.54,91.78,96.99,102.91,81.92,85.81,94.78,100.48,106.77,119.51,99.91,92.44,85.56,107.01,109.54,107.92,118.32,115.01,101.92,103.23,104.5,108.81,115.27,124.23,119.51,99.85,112.41,117.44,120.32,114.45,138.34,129.45,109.59,117.5,126.07,128.17,131.61,143.52,133.86,106.57,124.01,131.94,130.41,138.33,154.26,132.07,112.82,121.44,127.21,134.18,152.39,135.78,108.19,115.45,131.46,136.8,134.08,142.2,149.68,145.7,126.4,128.76,132.45,141.13,147.08,154.22,151.02,126.24,133.28,138.97,136.59,139.81,160.81,156.29,134.62,138.13,138.9,144.2,146.91,158.9,158.29,125.44,140.81,124.02,152.12,153.7,164.26,157.88,136.16,140.3,140.82,143.88,147.28,166.19,154.64,124.68,139.78,146.48,147.25,153.96,170.51,160.32,133.11,139.49,141.15,146.47,137.48,165.4
